vg,vd,ids
0,4.5,6.0558752e-6
0.0025,4.5,6.140217e-06
0.0061833333,4.5,6.2660734e-06
0.011659222,4.5,6.4567469e-06
0.019800044,4.5,6.7483016e-06
0.031902732,4.5,7.2003487e-06
0.049895394,4.5,7.9163463e-06
0.076644486,4.5,9.0897919e-06
0.11605482,4.5,1.1108815e-05
0.16605482,4.5,1.4338938e-05
0.21605482,4.5,1.8572266e-05
0.26605482,4.5,2.3991227e-05
0.31605482,4.5,3.0581428e-05
0.36605482,4.5,3.8152342e-05
0.41605482,4.5,4.648394e-05
0.46605482,4.5,5.5384693e-05
0.5,4.5,6.1686479e-05
