vg,vd,ids
0,4.5,2.0195543e-6
0.0025,4.5,2.0604142e-06
0.0061833333,4.5,2.1219231e-06
0.011659222,4.5,2.2163211e-06
0.019800044,4.5,2.363441e-06
0.031902732,4.5,2.5980372e-06
0.049895394,4.5,2.9851713e-06
0.076644486,4.5,3.6585123e-06
0.11605482,4.5,4.919255e-06
0.16605482,4.5,7.1663622e-06
0.21605482,4.5,1.0445723e-05
0.26605482,4.5,1.5020032e-05
0.31605482,4.5,2.0909648e-05
0.36605482,4.5,2.789801e-05
0.41605482,4.5,3.5722071e-05
0.46605482,4.5,4.4172688e-05
0.5,4.5,5.0200958e-05
