vg,vd,ids
0,1.5,1.1824322e-8
0.0025,1.5,1.2477418e-08
0.0061833333,1.5,1.3510881e-08
0.011659222,1.5,1.5219859e-08
0.019800044,1.5,1.8200145e-08
0.031902732,1.5,2.3831498e-08
0.049895394,1.5,3.5855445e-08
0.076404584,1.5,6.6364831e-08
0.11546146,1.5,1.6724458e-07
0.16546146,1.5,5.3863283e-07
0.21546146,1.5,1.5827417e-06
0.26546146,1.5,3.9144002e-06
0.31546146,1.5,7.8661611e-06
0.36546146,1.5,1.3253442e-05
0.41546146,1.5,1.9799982e-05
0.46546146,1.5,2.7300389e-05
0.5,1.5,3.2933619e-05
