vg,vd,ids
0,4.5,4.0997375e-5
0.0025,4.5,4.1197738e-05
0.0061833333,4.5,4.149379e-05
0.011659222,4.5,4.1935845e-05
0.019800044,4.5,4.259755e-05
0.031902732,4.5,4.3591941e-05
0.049895394,4.5,4.5096488e-05
0.076644486,4.5,4.7402379e-05
0.11605482,4.5,5.1000293e-05
0.16605482,4.5,5.6046008e-05
0.21605482,4.5,6.1801267e-05
0.26605482,4.5,6.8368719e-05
0.31605482,4.5,7.5737992e-05
0.36605482,4.5,8.3805936e-05
0.41605482,4.5,9.2430119e-05
0.46605482,4.5,0.00010147608
0.5,4.5,0.00010779137
