vg,vd,ids
0,2.5,6.4236138e-7
0.0025,2.5,6.5896765e-07
0.0061833333,2.5,6.8418525e-07
0.011659222,2.5,7.2339688e-07
0.019800044,2.5,7.85736e-07
0.031902732,2.5,8.8824011e-07
0.049895394,2.5,1.0655887e-06
0.076644486,2.5,1.3980591e-06
0.11605482,2.5,2.0993986e-06
0.16605482,2.5,3.5711257e-06
0.21605482,2.5,6.0786471e-06
0.26605482,2.5,9.9733644e-06
0.31605482,2.5,1.5317762e-05
0.36605482,2.5,2.1911013e-05
0.41605482,2.5,2.9475427e-05
0.46605482,2.5,3.77757e-05
0.5,2.5,4.3753687e-05
