vg,vd,ids
0,2.5,7.8549809e-8
0.0025,2.5,8.1374088e-08
0.0061833333,2.5,8.5736208e-08
0.011659222,2.5,9.2694353e-08
0.019800044,2.5,1.0419414e-07
0.031902732,2.5,1.2425814e-07
0.049895394,2.5,1.623516e-07
0.076644486,2.5,2.4492172e-07
0.11605482,2.5,4.629739e-07
0.16605482,2.5,1.076437e-06
0.21605482,2.5,2.460953e-06
0.26605482,2.5,5.1224591e-06
0.31605482,2.5,9.3104656e-06
0.36605482,2.5,1.4888305e-05
0.41605482,2.5,2.1542305e-05
0.46605482,2.5,2.9034361e-05
0.5,2.5,3.4511927e-05
