vg,vd,ids
0,0.5,1.8965704e-9
0.0025,0.5,2.048605e-09
0.0061833333,0.5,2.2948403e-09
0.011659222,0.5,2.7160293e-09
0.019800044,0.5,3.4874402e-09
0.031902732,0.5,5.051443e-09
0.049734025,0.5,8.6964397e-09
0.076005464,0.5,1.9231844e-08
0.11436177,0.5,6.0134294e-08
0.16436177,0.5,2.5249737e-07
0.21436177,0.5,9.447097e-07
0.26436177,0.5,2.846872e-06
0.31436177,0.5,6.4110057e-06
0.36436177,0.5,1.1515502e-05
0.41436177,0.5,1.7864351e-05
0.46436177,0.5,2.513308e-05
0.5,0.5,3.073135e-05
