vg,vd,ids
0,2.5,9.7563112e-8
0.0025,2.5,1.0123079e-07
0.0061833333,2.5,1.069055e-07
0.011659222,2.5,1.1598026e-07
0.019800044,2.5,1.3103484e-07
0.031902732,2.5,1.5745332e-07
0.049895394,2.5,2.0799656e-07
0.076644486,2.5,3.1873302e-07
0.11605482,2.5,6.1423323e-07
0.16605482,2.5,1.4428879e-06
0.21605482,2.5,3.2536831e-06
0.26605482,2.5,6.5618792e-06
0.31605482,2.5,1.1491158e-05
0.36605482,2.5,1.7756632e-05
0.41605482,2.5,2.5061582e-05
0.46605482,2.5,3.3223645e-05
0.5,2.5,3.9164802e-05
