vg,vd,ids
0,0.5,4.5670882e-9
0.0025,0.5,4.8229782e-09
0.0061833333,0.5,5.2296919e-09
0.011659222,0.5,5.9068524e-09
0.019800044,0.5,7.1003137e-09
0.031902732,0.5,9.392428e-09
0.049895394,0.5,1.4412076e-08
0.076404584,0.5,2.7728968e-08
0.11546146,0.5,7.5622441e-08
0.16546146,0.5,2.7398429e-07
0.21546146,0.5,9.0186393e-07
0.26546146,0.5,2.4756315e-06
0.31546146,0.5,5.4607525e-06
0.36546146,0.5,9.9350826e-06
0.41546146,0.5,1.5645284e-05
0.46546146,0.5,2.2341153e-05
0.5,0.5,2.742364e-05
