vg,vd,ids
0,4.5,4.1407723e-6
0.0025,4.5,4.2076219e-06
0.0061833333,4.5,4.3076672e-06
0.011659222,4.5,4.4598867e-06
0.019800044,4.5,4.6941056e-06
0.031902732,4.5,5.0605984e-06
0.049895394,4.5,5.648847e-06
0.076644486,4.5,6.631489e-06
0.11605482,4.5,8.3683144e-06
0.16605482,4.5,1.124414e-05
0.21605482,4.5,1.5146072e-05
0.26605482,4.5,2.0279702e-05
0.31605482,4.5,2.6643149e-05
0.36605482,4.5,3.4029817e-05
0.41605482,4.5,4.2203001e-05
0.46605482,4.5,5.0966364e-05
0.5,4.5,5.7188907e-05
