vg,vd,ids
0,1.5,4.8729646e-8
0.0025,1.5,5.0684828e-08
0.0061833333,1.5,5.372055e-08
0.011659222,1.5,5.8600335e-08
0.019800044,1.5,6.6758954e-08
0.031902732,1.5,8.1246966e-08
0.049895394,1.5,1.0947023e-07
0.076644486,1.5,1.7301446e-07
0.11605482,1.5,3.5016022e-07
0.16605482,1.5,8.8223002e-07
0.21605482,1.5,2.1517571e-06
0.26605482,1.5,4.6869847e-06
0.31605482,1.5,8.7741163e-06
0.36605482,1.5,1.4313883e-05
0.41605482,1.5,2.1002541e-05
0.46605482,1.5,2.8595269e-05
0.5,1.5,3.4171956e-05
