vg,vd,ids
0,3.5,4.5437365e-7
0.0025,3.5,4.6672242e-07
0.0061833333,3.5,4.8552588e-07
0.011659222,3.5,5.1488324e-07
0.019800044,3.5,5.6183814e-07
0.031902732,3.5,6.397874e-07
0.049895394,3.5,7.7659847e-07
0.076644486,3.5,1.0385565e-06
0.11605482,3.5,1.6090031e-06
0.16605482,3.5,2.8542589e-06
0.21605482,3.5,5.0682274e-06
0.26605482,3.5,8.6402025e-06
0.31605482,3.5,1.3671523e-05
0.36605482,3.5,1.995525e-05
0.41605482,3.5,2.7197586e-05
0.46605482,3.5,3.5173687e-05
0.5,3.5,4.0930339e-05
