vg,vd,ids
0,3.5,6.0503413e-7
0.0025,3.5,6.2142788e-07
0.0061833333,3.5,6.4638241e-07
0.011659222,3.5,6.8532571e-07
0.019800044,3.5,7.4757906e-07
0.031902732,3.5,8.5078613e-07
0.049895394,3.5,1.0317491e-06
0.076644486,3.5,1.3781505e-06
0.11605482,3.5,2.131684e-06
0.16605482,3.5,3.7652374e-06
0.21605482,3.5,6.5954546e-06
0.26605482,3.5,1.0974668e-05
0.31605482,3.5,1.6879954e-05
0.36605482,3.5,2.3979865e-05
0.41605482,3.5,3.1995105e-05
0.46605482,3.5,4.0753248e-05
0.5,3.5,4.7049705e-05
