vg,vd,ids
0,0.5,2.4356969e-8
0.0025,0.5,2.5385504e-08
0.0061833333,0.5,2.6989399e-08
0.011659222,0.5,2.9584799e-08
0.019800044,0.5,3.3976307e-08
0.031902732,0.5,4.1917471e-08
0.049895394,0.5,5.7874241e-08
0.076404584,0.5,9.5327561e-08
0.11546146,0.5,2.086362e-07
0.16546146,0.5,5.920938e-07
0.21546146,0.5,1.5938227e-06
0.26546146,0.5,3.7098058e-06
0.31546146,0.5,7.2460079e-06
0.36546146,0.5,1.2170822e-05
0.41546146,0.5,1.8221172e-05
0.46546146,0.5,2.5137288e-05
0.5,0.5,3.0309598e-05
