vg,vd,ids
0,0.5,1.6937497e-9
0.0025,0.5,1.8204589e-09
0.0061833333,0.5,2.0251023e-09
0.011659222,0.5,2.3739112e-09
0.019800044,0.5,3.0103404e-09
0.031794187,0.5,4.2845295e-09
0.049465559,0.5,7.2479234e-09
0.075265762,0.5,1.5606137e-08
0.11327806,0.5,4.7457173e-08
0.16327806,0.5,1.9439814e-07
0.21327806,0.5,7.1346093e-07
0.26327806,0.5,2.1703312e-06
0.31327806,0.5,5.1252987e-06
0.36327806,0.5,9.6054874e-06
0.41327806,0.5,1.535167e-05
0.46327806,0.5,2.2094049e-05
0.5,0.5,2.7534969e-05
