vg,vd,ids
0,0.5,1.3266788e-9
0.0025,0.5,1.4296872e-09
0.0061833333,0.5,1.5967182e-09
0.011659222,0.5,1.8832232e-09
0.019800044,0.5,2.4107606e-09
0.031794187,0.5,3.4746155e-09
0.049465559,0.5,5.9445356e-09
0.07550138,0.5,1.3015065e-08
0.11386082,0.5,4.0549457e-08
0.16386082,0.5,1.6955339e-07
0.21386082,0.5,6.3865622e-07
0.26386082,0.5,2.0012076e-06
0.31386082,0.5,4.847144e-06
0.36386082,0.5,9.2320541e-06
0.41386082,0.5,1.4886712e-05
0.46386082,0.5,2.1515515e-05
0.5,0.5,2.6762981e-05
