vg,vd,ids
0,3.5,7.1900403e-6
0.0025,3.5,7.2822661e-06
0.0061833333,3.5,7.4196687e-06
0.011659222,3.5,7.6273578e-06
0.019800044,3.5,7.9438684e-06
0.031902732,3.5,8.4322381e-06
0.049895394,3.5,9.2005322e-06
0.076644486,3.5,1.0448063e-05
0.11605482,3.5,1.2571587e-05
0.16605482,3.5,1.5926522e-05
0.21605482,3.5,2.0271996e-05
0.26605482,3.5,2.5774555e-05
0.31605482,3.5,3.2409565e-05
0.36605482,3.5,4.0005995e-05
0.41605482,3.5,4.8356101e-05
0.46605482,3.5,5.727482e-05
0.5,3.5,6.3580413e-05
