vg,vd,ids
0,1.5,1.5525739e-7
0.0025,1.5,1.604995e-07
0.00615,1.5,1.6848205e-07
0.011576333,1.5,1.8111416e-07
0.019643482,1.5,2.0173551e-07
0.031636644,1.5,2.3702999e-07
0.049466477,1.5,3.0198004e-07
0.075735764,1.5,4.3445026e-07
0.11443918,1.5,7.5589917e-07
0.16443918,1.5,1.5858969e-06
0.21443918,1.5,3.2883784e-06
0.26443918,1.5,6.3240074e-06
0.31443918,1.5,1.0883668e-05
0.36443918,1.5,1.6822755e-05
0.41443918,1.5,2.3853527e-05
0.46443918,1.5,3.1724094e-05
0.5,1.5,3.7731118e-05
