vg,vd,ids
0,2.5,1.6901771e-6
0.0025,2.5,1.7256996e-06
0.0061833333,2.5,1.7792144e-06
0.011659222,2.5,1.8614414e-06
0.019800044,2.5,1.9898362e-06
0.031902732,2.5,2.195217e-06
0.049895394,2.5,2.53604e-06
0.076404584,2.5,3.129212e-06
0.11546146,2.5,4.2605304e-06
0.16546146,2.5,6.3605238e-06
0.21546146,2.5,9.5243399e-06
0.26546146,2.5,1.401412e-05
0.31546146,2.5,1.9845248e-05
0.36546146,2.5,2.68177e-05
0.41546146,2.5,3.4676288e-05
0.46546146,2.5,4.3213437e-05
0.5,2.5,4.9421234e-05
