vg,vd,ids
0,0.5,7.8213342e-10
0.0025,0.5,8.4188494e-10
0.0061833333,0.5,9.3875831e-10
0.011659222,0.5,1.1050327e-09
0.019800044,0.5,1.4122747e-09
0.031794187,0.5,2.0364162e-09
0.049465559,0.5,3.4955388e-09
0.07550138,0.5,7.700855e-09
0.11351368,0.5,2.4092638e-08
0.16351368,0.5,1.0380166e-07
0.21351368,0.5,4.0660362e-07
0.26351368,0.5,1.3516347e-06
0.31351368,0.5,3.5574303e-06
0.36351368,0.5,7.3150189e-06
0.41351368,0.5,1.2376566e-05
0.46351368,0.5,1.8422951e-05
0.5,0.5,2.3295293e-05
