vg,vd,ids
0,2.5,1.9840776e-7
0.0025,2.5,2.0507454e-07
0.0061833333,2.5,2.1532255e-07
0.011659222,2.5,2.3155304e-07
0.019800044,2.5,2.5808357e-07
0.031902732,2.5,3.035885e-07
0.049895394,2.5,3.8765312e-07
0.076644486,2.5,5.6213059e-07
0.11605482,2.5,9.9142429e-07
0.16605482,2.5,2.0806088e-06
0.21605482,2.5,4.2531721e-06
0.26605482,2.5,7.9675365e-06
0.31605482,2.5,1.3286801e-05
0.36605482,2.5,1.9917525e-05
0.41605482,2.5,2.755881e-05
0.46605482,2.5,3.6027583e-05
0.5,2.5,4.2165656e-05
