vg,vd,ids
0,4.5,1.4960151e-6
0.0025,4.5,1.5286666e-06
0.0061833333,4.5,1.5779389e-06
0.011659222,4.5,1.6538468e-06
0.019800044,4.5,1.7727998e-06
0.031902732,4.5,1.9640231e-06
0.049895394,4.5,2.2834087e-06
0.076644486,4.5,2.8489665e-06
0.11605482,4.5,3.9359972e-06
0.16605482,4.5,5.9402481e-06
0.21605482,4.5,8.9655464e-06
0.26605482,4.5,1.3297201e-05
0.31605482,4.5,1.8972732e-05
0.36605482,4.5,2.5777832e-05
0.41605482,4.5,3.3437185e-05
0.46605482,4.5,4.1736256e-05
0.5,4.5,4.7669702e-05
