vg,vd,ids
0,1.5,8.3830222e-9
0.0025,1.5,8.8321006e-09
0.0061833333,1.5,9.541671e-09
0.011659222,1.5,1.0712428e-08
0.019800044,1.5,1.2747555e-08
0.031902732,1.5,1.6575927e-08
0.049895394,1.5,2.4700646e-08
0.076404584,1.5,4.5180588e-08
0.11546146,1.5,1.1267887e-07
0.16546146,1.5,3.6467596e-07
0.21546146,1.5,1.1042555e-06
0.26546146,1.5,2.8714213e-06
0.31546146,1.5,6.112272e-06
0.36546146,1.5,1.083292e-05
0.41546146,1.5,1.6735704e-05
0.46546146,1.5,2.3572732e-05
0.5,1.5,2.8737823e-05
