vg,vd,ids
0,4.5,1.6292564e-6
0.0025,4.5,1.6649821e-06
0.0061833333,4.5,1.7189254e-06
0.011659222,4.5,1.802089e-06
0.019800044,4.5,1.9326015e-06
0.031902732,4.5,2.1429695e-06
0.049895394,4.5,2.4961342e-06
0.076644486,4.5,3.1278203e-06
0.11605482,4.5,4.3651378e-06
0.16605482,4.5,6.7036626e-06
0.21605482,4.5,1.0272586e-05
0.26605482,4.5,1.5329118e-05
0.31605482,4.5,2.180369e-05
0.36605482,4.5,2.9372146e-05
0.41605482,4.5,3.7760308e-05
0.46605482,4.5,4.6820518e-05
0.5,4.5,5.3288716e-05
