vg,vd,ids
0,3.5,9.857329e-7
0.0025,3.5,1.0089236e-06
0.0061833333,3.5,1.0440352e-06
0.011659222,3.5,1.0983652e-06
0.019800044,3.5,1.1841031e-06
0.031902732,3.5,1.3234241e-06
0.049895394,3.5,1.5602417e-06
0.076644486,3.5,1.9918715e-06
0.11605482,3.5,2.863032e-06
0.16605482,3.5,4.5810459e-06
0.21605482,3.5,7.3452994e-06
0.26605482,3.5,1.1471536e-05
0.31605482,3.5,1.7003696e-05
0.36605482,3.5,2.3729247e-05
0.41605482,3.5,3.1362929e-05
0.46605482,3.5,3.9695563e-05
0.5,3.5,4.5675533e-05
