vg,vd,ids
0,0.5,6.2448558e-11
0.0025,0.5,6.5572062e-11
0.0061833333,0.5,7.0467725e-11
0.011659222,0.5,7.8448358e-11
0.019800044,0.5,9.20592e-11
0.031902732,0.5,1.1690259e-10
0.049895394,0.5,1.6713269e-10
0.076644486,0.5,2.8576427e-10
0.11605482,0.5,6.3665052e-10
0.16605482,0.5,1.7874741e-09
0.21605482,0.5,5.0777511e-09
0.26605482,0.5,1.4454995e-08
0.31605482,0.5,4.0633023e-08
0.36605482,0.5,1.1028047e-07
0.41605482,0.5,2.80857e-07
0.46605482,0.5,6.5208493e-07
0.5,0.5,1.0852072e-06
