vg,vd,ids
0,3.5,2.4266109e-7
0.0025,3.5,2.5103909e-07
0.0061833333,3.5,2.6396323e-07
0.011659222,3.5,2.84542e-07
0.019800044,3.5,3.1846658e-07
0.031902732,3.5,3.7743874e-07
0.049895394,3.5,4.8870675e-07
0.076404584,3.5,7.2429325e-07
0.11546146,3.5,1.3225681e-06
0.16546146,3.5,2.8694638e-06
0.21546146,3.5,5.8513882e-06
0.26546146,3.5,1.063983e-05
0.31546146,3.5,1.7046913e-05
0.36546146,3.5,2.4652144e-05
0.41546146,3.5,3.3266838e-05
0.46546146,3.5,4.2748058e-05
0.5,3.5,4.9714786e-05
