vg,vd,ids
0,2.5,5.8772196e-5
0.0025,2.5,5.8985742e-05
0.0061833333,2.5,5.9300895e-05
0.011659222,2.5,5.977064e-05
0.019800044,2.5,6.0471892e-05
0.031902732,2.5,6.1521575e-05
0.049895394,2.5,6.3101115e-05
0.076404584,2.5,6.5480885e-05
0.11546146,2.5,6.9148146e-05
0.16546146,2.5,7.4239138e-05
0.21546146,2.5,7.9915459e-05
0.26546146,2.5,8.6251474e-05
0.31546146,2.5,9.3228729e-05
0.36546146,2.5,0.00010075447
0.41546146,2.5,0.00010869289
0.46546146,2.5,0.0001169235
0.5,2.5,0.000122725
