vg,vd,ids
0,0.5,8.3293375e-10
0.0025,0.5,8.9585751e-10
0.0061833333,0.5,9.9769492e-10
0.011659222,0.5,1.1719435e-09
0.019800044,0.5,1.4924523e-09
0.031794187,0.5,2.143667e-09
0.049465559,0.5,3.6732549e-09
0.075265762,0.5,8.0263965e-09
0.11293406,0.5,2.4774567e-08
0.16293406,0.5,1.0652922e-07
0.21293406,0.5,4.1592018e-07
0.26293406,0.5,1.3759317e-06
0.31293406,0.5,3.601657e-06
0.36293406,0.5,7.3802439e-06
0.41293406,0.5,1.2465577e-05
0.46293406,0.5,1.854584e-05
0.5,0.5,2.3533523e-05
