lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1500000000000000.0,0.0,2.5,7.124004301242105
12.0,50.0,5.0,1500000000000000.0,0.0025,2.5,7.108567488135178
12.0,50.0,5.0,1500000000000000.0,0.0061833333,2.5,7.085745646930876
12.0,50.0,5.0,1500000000000000.0,0.011659222,2.5,7.0516374016079
12.0,50.0,5.0,1500000000000000.0,0.019800044,2.5,7.000509213371294
12.0,50.0,5.0,1500000000000000.0,0.031902732,2.5,6.923495399258424
12.0,50.0,5.0,1500000000000000.0,0.049895394,2.5,6.806515142368178
12.0,50.0,5.0,1500000000000000.0,0.076404584,2.5,6.6282079136675796
12.0,50.0,5.0,1500000000000000.0,0.11546146,2.5,6.352104981753471
12.0,50.0,5.0,1500000000000000.0,0.16546146,2.5,5.982913796917374
12.0,50.0,5.0,1500000000000000.0,0.21546146,2.5,5.620918723123907
12.0,50.0,5.0,1500000000000000.0,0.26546146,2.5,5.29982525891587
12.0,50.0,5.0,1500000000000000.0,0.31546146,2.5,5.03818889954944
12.0,50.0,5.0,1500000000000000.0,0.36546146,2.5,4.832761465827809
12.0,50.0,5.0,1500000000000000.0,0.41546146,2.5,4.6712739148012155
12.0,50.0,5.0,1500000000000000.0,0.46546146,2.5,4.540935769873379
12.0,50.0,5.0,1500000000000000.0,0.5,2.5,4.46427495208976
