lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,3e+19,0.0,4.5,3.907810866781094
12.0,50.0,5.0,3e+19,0.0025,4.5,3.9069447126908137
12.0,50.0,5.0,3e+19,0.0061833333,4.5,3.9056702234966907
12.0,50.0,5.0,3e+19,0.011659222,4.5,3.9037788376475406
12.0,50.0,5.0,3e+19,0.019800044,4.5,3.900973571605409
12.0,50.0,5.0,3e+19,0.031902732,4.5,3.896814990753862
12.0,50.0,5.0,3e+19,0.049895394,4.5,3.890648783238322
12.0,50.0,5.0,3e+19,0.076644486,4.5,3.8814812214613865
12.0,50.0,5.0,3e+19,0.11605482,4.5,3.867866037061272
12.0,50.0,5.0,3e+19,0.16605482,4.5,3.850166810399409
12.0,50.0,5.0,3e+19,0.21605482,4.5,3.8317946880855196
12.0,50.0,5.0,3e+19,0.26605482,4.5,3.8127073718544553
12.0,50.0,5.0,3e+19,0.31605482,4.5,3.7930306147039987
12.0,50.0,5.0,3e+19,0.36605482,4.5,3.7730131394504993
12.0,50.0,5.0,3e+19,0.41605482,4.5,3.7529235815534525
12.0,50.0,5.0,3e+19,0.46605482,4.5,3.7330398832440363
12.0,50.0,5.0,3e+19,0.5,4.5,3.7197745120357837
