lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,8e+16,0.0,0.5,8.903220642423662
12.0,50.0,5.0,8e+16,0.0025,0.5,8.873261946359186
12.0,50.0,5.0,8e+16,0.0061833333,0.5,8.82900178260944
12.0,50.0,5.0,8e+16,0.011659222,0.5,8.7629469549459
12.0,50.0,5.0,8e+16,0.019800044,0.5,8.664153073529452
12.0,50.0,5.0,8e+16,0.031902732,0.5,8.515882958779919
12.0,50.0,5.0,8e+16,0.049734025,0.5,8.293722964301741
12.0,50.0,5.0,8e+16,0.076005464,0.5,7.957738253627223
12.0,50.0,5.0,8e+16,0.11401148,0.5,7.472374957583721
12.0,50.0,5.0,8e+16,0.16401148,0.5,6.85211764340614
12.0,50.0,5.0,8e+16,0.21401148,0.5,6.2766571524576324
12.0,50.0,5.0,8e+16,0.26401148,0.5,5.778712182421353
12.0,50.0,5.0,8e+16,0.31401148,0.5,5.384137163011545
12.0,50.0,5.0,8e+16,0.36401148,0.5,5.089551930988914
12.0,50.0,5.0,8e+16,0.41401148,0.5,4.871770378380654
12.0,50.0,5.0,8e+16,0.46401148,0.5,4.704467557020485
12.0,50.0,5.0,8e+16,0.5,0.5,4.605819382490236
