lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
14.4,60.0,6.0,1000000000000000.0,0.0,0.5,8.72203103180956
14.4,60.0,6.0,1000000000000000.0,0.0025,0.5,8.68854177164154
14.4,60.0,6.0,1000000000000000.0,0.0061833333,0.5,8.639247532018661
14.4,60.0,6.0,1000000000000000.0,0.011659222,0.5,8.566065549281197
14.4,60.0,6.0,1000000000000000.0,0.019800044,0.5,8.457493230609437
14.4,60.0,6.0,1000000000000000.0,0.031902732,0.5,8.296584543184533
14.4,60.0,6.0,1000000000000000.0,0.049734025,0.5,8.060658510037669
14.4,60.0,6.0,1000000000000000.0,0.076005464,0.5,7.715979072463022
14.4,60.0,6.0,1000000000000000.0,0.11436177,0.5,7.220877783449997
14.4,60.0,6.0,1000000000000000.0,0.16436177,0.5,6.597743141111403
14.4,60.0,6.0,1000000000000000.0,0.21436177,0.5,6.0247016254135115
14.4,60.0,6.0,1000000000000000.0,0.26436177,0.5,5.545632059001049
14.4,60.0,6.0,1000000000000000.0,0.31436177,0.5,5.193073836986578
14.4,60.0,6.0,1000000000000000.0,0.36436177,0.5,4.938717124909666
14.4,60.0,6.0,1000000000000000.0,0.41436177,0.5,4.748012756804868
14.4,60.0,6.0,1000000000000000.0,0.46436177,0.5,4.599754286376012
14.4,60.0,6.0,1000000000000000.0,0.5,0.5,4.512418361166576
