lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,8e+17,0.0,2.5,6.259328171301329
12.0,50.0,5.0,8e+17,0.0025,2.5,6.247927378408302
12.0,50.0,5.0,8e+17,0.0061833333,2.5,6.2311468393674865
12.0,50.0,5.0,8e+17,0.011659222,2.5,6.206232336068203
12.0,50.0,5.0,8e+17,0.019800044,2.5,6.169251486479203
12.0,50.0,5.0,8e+17,0.031902732,2.5,6.114329161489859
12.0,50.0,5.0,8e+17,0.049895394,2.5,6.032639386445787
12.0,50.0,5.0,8e+17,0.076644486,2.5,5.910474338125235
12.0,50.0,5.0,8e+17,0.11605482,2.5,5.726989880000148
12.0,50.0,5.0,8e+17,0.16605482,2.5,5.486703634582098
12.0,50.0,5.0,8e+17,0.21605482,2.5,5.246393488306429
12.0,50.0,5.0,8e+17,0.26605482,2.5,5.023636400781465
12.0,50.0,5.0,8e+17,0.31605482,2.5,4.831684787513818
12.0,50.0,5.0,8e+17,0.36605482,2.5,4.672402892309702
12.0,50.0,5.0,8e+17,0.41605482,2.5,4.541030884221623
12.0,50.0,5.0,8e+17,0.46605482,2.5,4.431474753174713
12.0,50.0,5.0,8e+17,0.5,2.5,4.3667190587138665
