lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,3e+18,0.0,1.0,7.506651059156729
12.0,50.0,5.0,3e+18,0.0025,1.0,7.48808402138971
12.0,50.0,5.0,3e+18,0.00615,1.0,7.460874449680026
12.0,50.0,5.0,3e+18,0.011576333,1.0,7.420177112938728
12.0,50.0,5.0,3e+18,0.019643482,1.0,7.359088238411208
12.0,50.0,5.0,3e+18,0.031636644,1.0,7.26693922595493
12.0,50.0,5.0,3e+18,0.049466477,1.0,7.126938278793296
12.0,50.0,5.0,3e+18,0.075735764,1.0,6.91427181495397
12.0,50.0,5.0,3e+18,0.11443918,1.0,6.589296594526644
12.0,50.0,5.0,3e+18,0.16443918,1.0,6.160586611380011
12.0,50.0,5.0,3e+18,0.21443918,1.0,5.749959707734678
12.0,50.0,5.0,3e+18,0.26443918,1.0,5.392465020344761
12.0,50.0,5.0,3e+18,0.31443918,1.0,5.105450450477893
12.0,50.0,5.0,3e+18,0.36443918,1.0,4.882360075199851
12.0,50.0,5.0,3e+18,0.41443918,1.0,4.708442840681564
12.0,50.0,5.0,3e+18,0.46443918,1.0,4.569275505031265
12.0,50.0,5.0,3e+18,0.5,1.0,4.485773026510782
