lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1500000000000000.0,0.0,2.0,7.5821938876683594
12.0,50.0,5.0,1500000000000000.0,0.0025,2.0,7.563780946064535
12.0,50.0,5.0,1500000000000000.0,0.0061833333,2.0,7.536515141053791
12.0,50.0,5.0,1500000000000000.0,0.011659222,2.0,7.495669792853286
12.0,50.0,5.0,1500000000000000.0,0.019800044,2.0,7.434218475301923
12.0,50.0,5.0,1500000000000000.0,0.031902732,2.0,7.341225898303858
12.0,50.0,5.0,1500000000000000.0,0.049895394,2.0,7.199291305331253
12.0,50.0,5.0,1500000000000000.0,0.076644486,2.0,6.980178107766609
12.0,50.0,5.0,1500000000000000.0,0.11605482,2.0,6.642058448154038
12.0,50.0,5.0,1500000000000000.0,0.16605482,2.0,6.201473715909101
12.0,50.0,5.0,1500000000000000.0,0.21605482,2.0,5.779402821301982
12.0,50.0,5.0,1500000000000000.0,0.26605482,2.0,5.412809602457724
12.0,50.0,5.0,1500000000000000.0,0.31605482,2.0,5.120025640706833
12.0,50.0,5.0,1500000000000000.0,0.36605482,2.0,4.894648302021595
12.0,50.0,5.0,1500000000000000.0,0.41605482,2.0,4.720417938708723
12.0,50.0,5.0,1500000000000000.0,0.46605482,2.0,4.581415183745389
12.0,50.0,5.0,1500000000000000.0,0.5,2.0,4.501602471939442
