lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1500000000000000.0,0.0,3.0,6.698720204860031
12.0,50.0,5.0,1500000000000000.0,0.0025,3.0,6.685460649533084
12.0,50.0,5.0,1500000000000000.0,0.0061833333,3.0,6.665895171680782
12.0,50.0,5.0,1500000000000000.0,0.011659222,3.0,6.636738285392275
12.0,50.0,5.0,1500000000000000.0,0.019800044,3.0,6.5932262660082115
12.0,50.0,5.0,1500000000000000.0,0.031902732,3.0,6.528123265926227
12.0,50.0,5.0,1500000000000000.0,0.049895394,3.0,6.43007943423521
12.0,50.0,5.0,1500000000000000.0,0.076644486,3.0,6.281090307551444
12.0,50.0,5.0,1500000000000000.0,0.11605482,3.0,6.052912233879407
12.0,50.0,5.0,1500000000000000.0,0.16605482,3.0,5.750553712891686
12.0,50.0,5.0,1500000000000000.0,0.21605482,3.0,5.449563186697203
12.0,50.0,5.0,1500000000000000.0,0.26605482,3.0,5.176148893757577
12.0,50.0,5.0,1500000000000000.0,0.31605482,3.0,4.9476469726094585
12.0,50.0,5.0,1500000000000000.0,0.36605482,3.0,4.763818053072321
12.0,50.0,5.0,1500000000000000.0,0.41605482,3.0,4.616416918052936
12.0,50.0,5.0,1500000000000000.0,0.46605482,3.0,4.495787085788111
12.0,50.0,5.0,1500000000000000.0,0.5,3.0,4.425344873565985
