lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,8e+17,0.0,3.0,5.858000854609834
12.0,50.0,5.0,8e+17,0.0025,3.0,5.84864952027009
12.0,50.0,5.0,8e+17,0.0061833333,3.0,5.834907837180293
12.0,50.0,5.0,8e+17,0.011659222,3.0,5.81455448854479
12.0,50.0,5.0,8e+17,0.019800044,3.0,5.784449753599792
12.0,50.0,5.0,8e+17,0.031902732,3.0,5.739994930504875
12.0,50.0,5.0,8e+17,0.049895394,3.0,5.674423671002316
12.0,50.0,5.0,8e+17,0.076404584,3.0,5.578451597280753
12.0,50.0,5.0,8e+17,0.11546146,3.0,5.436522628669909
12.0,50.0,5.0,8e+17,0.16546146,3.0,5.251217063725634
12.0,50.0,5.0,8e+17,0.21546146,3.0,5.064405057861721
12.0,50.0,5.0,8e+17,0.26546146,3.0,4.886481227690307
12.0,50.0,5.0,8e+17,0.31546146,3.0,4.727471335252741
12.0,50.0,5.0,8e+17,0.36546146,3.0,4.590978465442298
12.0,50.0,5.0,8e+17,0.41546146,3.0,4.475438682664287
12.0,50.0,5.0,8e+17,0.46546146,3.0,4.377132963858656
12.0,50.0,5.0,8e+17,0.5,3.0,4.317330547581925
