lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
14.4,60.0,6.0,1000000000000000.0,0.0,2.0,7.731528415215351
14.4,60.0,6.0,1000000000000000.0,0.0025,2.0,7.706015865689722
14.4,60.0,6.0,1000000000000000.0,0.0061833333,2.0,7.66829646262978
14.4,60.0,6.0,1000000000000000.0,0.011659222,2.0,7.611933735307341
14.4,60.0,6.0,1000000000000000.0,0.019800044,2.0,7.5275486583138855
14.4,60.0,6.0,1000000000000000.0,0.031902732,2.0,7.4009677449283915
14.4,60.0,6.0,1000000000000000.0,0.049895394,2.0,7.210868902477906
14.4,60.0,6.0,1000000000000000.0,0.076404584,2.0,6.928598190279404
14.4,60.0,6.0,1000000000000000.0,0.11546146,2.0,6.515598305623629
14.4,60.0,6.0,1000000000000000.0,0.16546146,2.0,6.013629918600597
14.4,60.0,6.0,1000000000000000.0,0.21546146,2.0,5.573229621846608
14.4,60.0,6.0,1000000000000000.0,0.26546146,2.0,5.219562520870587
14.4,60.0,6.0,1000000000000000.0,0.31546146,2.0,4.95566391189221
14.4,60.0,6.0,1000000000000000.0,0.36546146,2.0,4.758194588757164
14.4,60.0,6.0,1000000000000000.0,0.41546146,2.0,4.602600137756976
14.4,60.0,6.0,1000000000000000.0,0.46546146,2.0,4.475639038346529
14.4,60.0,6.0,1000000000000000.0,0.5,2.0,4.400560975448266
