lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,100000000000000.0,0.0,2.5,7.267880286015386
12.0,50.0,5.0,100000000000000.0,0.0025,2.5,7.251696752891716
12.0,50.0,5.0,100000000000000.0,0.0061833333,2.5,7.22775595970421
12.0,50.0,5.0,100000000000000.0,0.011659222,2.5,7.191943543170843
12.0,50.0,5.0,100000000000000.0,0.019800044,2.5,7.138187311680528
12.0,50.0,5.0,100000000000000.0,0.031902732,2.5,7.0570419711495225
12.0,50.0,5.0,100000000000000.0,0.049895394,2.5,6.933521446018683
12.0,50.0,5.0,100000000000000.0,0.076644486,2.5,6.742985034765902
12.0,50.0,5.0,100000000000000.0,0.11605482,2.5,6.447420683456012
12.0,50.0,5.0,100000000000000.0,0.16605482,2.5,6.056934792022089
12.0,50.0,5.0,100000000000000.0,0.21605482,2.5,5.676361147682137
12.0,50.0,5.0,100000000000000.0,0.26605482,2.5,5.340741945654706
12.0,50.0,5.0,100000000000000.0,0.31605482,2.5,5.069137546149444
12.0,50.0,5.0,100000000000000.0,0.36605482,2.5,4.857257953575364
12.0,50.0,5.0,100000000000000.0,0.41605482,2.5,4.691745956440047
12.0,50.0,5.0,100000000000000.0,0.46605482,2.5,4.558724235557067
12.0,50.0,5.0,100000000000000.0,0.5,2.5,4.481985417257501
