lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,500000000000000.0,0.0,0.5,9.07938954019421
12.0,50.0,5.0,500000000000000.0,0.0025,0.5,9.047761061255079
12.0,50.0,5.0,500000000000000.0,0.0061833333,0.5,9.001002239089273
12.0,50.0,5.0,500000000000000.0,0.011659222,0.5,8.93109332537399
12.0,50.0,5.0,500000000000000.0,0.019800044,0.5,8.826099540384744
12.0,50.0,5.0,500000000000000.0,0.031794187,0.5,8.668842677605491
12.0,50.0,5.0,500000000000000.0,0.049465559,0.5,8.434948933396509
12.0,50.0,5.0,500000000000000.0,0.075265762,0.5,8.095479390140586
12.0,50.0,5.0,500000000000000.0,0.11293406,0.5,7.605993927202081
12.0,50.0,5.0,500000000000000.0,0.16293406,0.5,6.972531252842948
12.0,50.0,5.0,500000000000000.0,0.21293406,0.5,6.380990007622492
12.0,50.0,5.0,500000000000000.0,0.26293406,0.5,5.861403123549132
12.0,50.0,5.0,500000000000000.0,0.31293406,0.5,5.443497649123436
12.0,50.0,5.0,500000000000000.0,0.36293406,0.5,5.131929285511127
12.0,50.0,5.0,500000000000000.0,0.41293406,0.5,4.904287614302893
12.0,50.0,5.0,500000000000000.0,0.46293406,0.5,4.731753491313369
12.0,50.0,5.0,500000000000000.0,0.5,0.5,4.628313053489893
