lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,100000000000000.0,0.0,1.5,8.152457730196916
12.0,50.0,5.0,100000000000000.0,0.0025,1.5,8.129113044038517
12.0,50.0,5.0,100000000000000.0,0.0061833333,1.5,8.094545231373667
12.0,50.0,5.0,100000000000000.0,0.011659222,1.5,8.042790281491877
12.0,50.0,5.0,100000000000000.0,0.019800044,1.5,7.965042839105602
12.0,50.0,5.0,100000000000000.0,0.031902732,1.5,7.847745727661396
12.0,50.0,5.0,100000000000000.0,0.049895394,1.5,7.669887780395343
12.0,50.0,5.0,100000000000000.0,0.076404584,1.5,7.401169828756261
12.0,50.0,5.0,100000000000000.0,0.115108,1.5,6.999490567468624
12.0,50.0,5.0,100000000000000.0,0.165108,1.5,6.480293205727611
12.0,50.0,5.0,100000000000000.0,0.215108,1.5,5.990818305714863
12.0,50.0,5.0,100000000000000.0,0.265108,1.5,5.568042816128309
12.0,50.0,5.0,100000000000000.0,0.315108,1.5,5.233642551276836
12.0,50.0,5.0,100000000000000.0,0.365108,1.5,4.980779574481576
12.0,50.0,5.0,100000000000000.0,0.415108,1.5,4.7892694839010845
12.0,50.0,5.0,100000000000000.0,0.465108,1.5,4.638946428927851
12.0,50.0,5.0,100000000000000.0,0.5,1.5,4.551370175208217
