lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
14.4,60.0,6.0,1000000000000000.0,0.0,1.5,8.053413925105506
14.4,60.0,6.0,1000000000000000.0,0.0025,1.5,8.02450509699229
14.4,60.0,6.0,1000000000000000.0,0.0061833333,1.5,7.981848915077736
14.4,60.0,6.0,1000000000000000.0,0.011659222,1.5,7.918303704342633
14.4,60.0,6.0,1000000000000000.0,0.019800044,1.5,7.82359060649821
14.4,60.0,6.0,1000000000000000.0,0.031902732,1.5,7.682383048425047
14.4,60.0,6.0,1000000000000000.0,0.049895394,1.5,7.472011947457468
14.4,60.0,6.0,1000000000000000.0,0.076404584,1.5,7.162691784715849
14.4,60.0,6.0,1000000000000000.0,0.11546146,1.5,6.714131168329061
14.4,60.0,6.0,1000000000000000.0,0.16546146,1.5,6.170056047317676
14.4,60.0,6.0,1000000000000000.0,0.21546146,1.5,5.68984650382384
14.4,60.0,6.0,1000000000000000.0,0.26546146,1.5,5.3031815912688005
14.4,60.0,6.0,1000000000000000.0,0.31546146,1.5,5.017568632300976
14.4,60.0,6.0,1000000000000000.0,0.36546146,1.5,4.80645116957653
14.4,60.0,6.0,1000000000000000.0,0.41546146,1.5,4.641955050448585
14.4,60.0,6.0,1000000000000000.0,0.46546146,1.5,4.5090845137153615
14.4,60.0,6.0,1000000000000000.0,0.5,1.5,4.431031636801202
