lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1e+16,0.0,3.5,6.21822012608705
12.0,50.0,5.0,1e+16,0.0025,3.5,6.206609266274898
12.0,50.0,5.0,1e+16,0.0061833333,3.5,6.189510470525362
12.0,50.0,5.0,1e+16,0.011659222,3.5,6.164102975315706
12.0,50.0,5.0,1e+16,0.019800044,3.5,6.126342871891674
12.0,50.0,5.0,1e+16,0.031902732,3.5,6.070179598827565
12.0,50.0,5.0,1e+16,0.049895394,3.5,5.986425901287672
12.0,50.0,5.0,1e+16,0.076644486,3.5,5.8607033530013055
12.0,50.0,5.0,1e+16,0.11605482,3.5,5.671277174517774
12.0,50.0,5.0,1e+16,0.16605482,3.5,5.424207636127388
12.0,50.0,5.0,1e+16,0.21605482,3.5,5.180755264792786
12.0,50.0,5.0,1e+16,0.26605482,3.5,4.959608608939954
12.0,50.0,5.0,1e+16,0.31605482,3.5,4.772628741215896
12.0,50.0,5.0,1e+16,0.36605482,3.5,4.620153266187966
12.0,50.0,5.0,1e+16,0.41605482,3.5,4.494916460245764
12.0,50.0,5.0,1e+16,0.46605482,3.5,4.389837772635309
12.0,50.0,5.0,1e+16,0.5,3.5,4.327443095239356
