lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,2000000000000000.0,0.0,3.0,6.679137469582818
12.0,50.0,5.0,2000000000000000.0,0.0025,3.0,6.6659634925560605
12.0,50.0,5.0,2000000000000000.0,0.0061833333,3.0,6.646526555990517
12.0,50.0,5.0,2000000000000000.0,0.011659222,3.0,6.617564992495989
12.0,50.0,5.0,2000000000000000.0,0.019800044,3.0,6.574351857352695
12.0,50.0,5.0,2000000000000000.0,0.031902732,3.0,6.509721665956499
12.0,50.0,5.0,2000000000000000.0,0.049895394,3.0,6.412422901354184
12.0,50.0,5.0,2000000000000000.0,0.076644486,3.0,6.2646729706989275
12.0,50.0,5.0,2000000000000000.0,0.11605482,3.0,6.038557054113965
12.0,50.0,5.0,2000000000000000.0,0.16605482,3.0,5.7390405770156105
12.0,50.0,5.0,2000000000000000.0,0.21605482,3.0,5.440775741124747
12.0,50.0,5.0,2000000000000000.0,0.26605482,3.0,5.169609355720281
12.0,50.0,5.0,2000000000000000.0,0.31605482,3.0,4.942690376793849
12.0,50.0,5.0,2000000000000000.0,0.36605482,3.0,4.759935710000323
12.0,50.0,5.0,2000000000000000.0,0.41605482,3.0,4.613220394336602
12.0,50.0,5.0,2000000000000000.0,0.46605482,3.0,4.493065309839954
12.0,50.0,5.0,2000000000000000.0,0.5,3.0,4.422868181823894
