lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,5e+16,0.0,3.5,6.006240748112264
12.0,50.0,5.0,5e+16,0.0025,3.5,5.996141719149269
12.0,50.0,5.0,5e+16,0.0061833333,3.5,5.981284858701521
12.0,50.0,5.0,5e+16,0.011659222,3.5,5.959253235501264
12.0,50.0,5.0,5e+16,0.019800044,3.5,5.926610481893747
12.0,50.0,5.0,5e+16,0.031902732,3.5,5.878300960971164
12.0,50.0,5.0,5e+16,0.049895394,3.5,5.806808119052343
12.0,50.0,5.0,5e+16,0.076644486,3.5,5.700738682298363
12.0,50.0,5.0,5e+16,0.11605482,3.5,5.5431737978583335
12.0,50.0,5.0,5e+16,0.16605482,3.5,5.339035356768589
12.0,50.0,5.0,5e+16,0.21605482,3.5,5.133990497338962
12.0,50.0,5.0,5e+16,0.26605482,3.5,4.940378427638176
12.0,50.0,5.0,5e+16,0.31605482,3.5,4.769456668154615
12.0,50.0,5.0,5e+16,0.36605482,3.5,4.6247160430272265
12.0,50.0,5.0,5e+16,0.41605482,3.5,4.503583385109506
12.0,50.0,5.0,5e+16,0.46605482,3.5,4.401258034101019
12.0,50.0,5.0,5e+16,0.5,3.5,4.340316376047493
