lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,3e+17,0.0,1.0,8.124873174671647
12.0,50.0,5.0,3e+17,0.0025,1.0,8.10112393277547
12.0,50.0,5.0,3e+17,0.00615,1.0,8.066307240265628
12.0,50.0,5.0,3e+17,0.011576333,1.0,8.014228078111449
12.0,50.0,5.0,3e+17,0.019643482,1.0,7.936122181256444
12.0,50.0,5.0,3e+17,0.031636644,1.0,7.818559035324313
12.0,50.0,5.0,3e+17,0.049466477,1.0,7.640875825613412
12.0,50.0,5.0,3e+17,0.075735764,1.0,7.373917226123646
12.0,50.0,5.0,3e+17,0.11408892,1.0,6.977218809947599
12.0,50.0,5.0,3e+17,0.16408892,1.0,6.46169821262755
12.0,50.0,5.0,3e+17,0.21408892,1.0,5.975416155081062
12.0,50.0,5.0,3e+17,0.26408892,1.0,5.554891330693774
12.0,50.0,5.0,3e+17,0.31408892,1.0,5.221886295997282
12.0,50.0,5.0,3e+17,0.36408892,1.0,4.969282350512367
12.0,50.0,5.0,3e+17,0.41408892,1.0,4.7769076757341145
12.0,50.0,5.0,3e+17,0.46408892,1.0,4.625300308691997
12.0,50.0,5.0,3e+17,0.5,1.0,4.53436599967417
