lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,8e+17,0.0,1.0,7.943426100457917
12.0,50.0,5.0,8e+17,0.0025,1.0,7.921391386667124
12.0,50.0,5.0,8e+17,0.00615,1.0,7.88906487682181
12.0,50.0,5.0,8e+17,0.011576333,1.0,7.840667942823526
12.0,50.0,5.0,8e+17,0.019643482,1.0,7.767998775330861
12.0,50.0,5.0,8e+17,0.031636644,1.0,7.658391713252544
12.0,50.0,5.0,8e+17,0.049466477,1.0,7.492253848725522
12.0,50.0,5.0,8e+17,0.075735764,1.0,7.2413006309805095
12.0,50.0,5.0,8e+17,0.11443918,1.0,6.862216048584852
12.0,50.0,5.0,8e+17,0.16443918,1.0,6.3703769863903235
12.0,50.0,5.0,8e+17,0.21443918,1.0,5.905369577740476
12.0,50.0,5.0,8e+17,0.26443918,1.0,5.503655993006412
12.0,50.0,5.0,8e+17,0.31443918,1.0,5.18483450907501
12.0,50.0,5.0,8e+17,0.36443918,1.0,4.941459191192734
12.0,50.0,5.0,8e+17,0.41443918,1.0,4.754772357421971
12.0,50.0,5.0,8e+17,0.46443918,1.0,4.606917768148511
12.0,50.0,5.0,8e+17,0.5,1.0,4.5187659259158535
