lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,5000000000000000.0,0.0,1.0,8.453744793929044
12.0,50.0,5.0,5000000000000000.0,0.0025,1.0,8.426795477307564
12.0,50.0,5.0,5000000000000000.0,0.0061833333,1.0,8.386987679745326
12.0,50.0,5.0,5000000000000000.0,0.011659222,1.0,8.327591344652452
12.0,50.0,5.0,5000000000000000.0,0.019800044,1.0,8.238845156924652
12.0,50.0,5.0,5000000000000000.0,0.031902732,1.0,8.10600548409285
12.0,50.0,5.0,5000000000000000.0,0.049895394,1.0,7.906791066165245
12.0,50.0,5.0,5000000000000000.0,0.076404584,1.0,7.610805288595786
12.0,50.0,5.0,5000000000000000.0,0.115108,1.0,7.176739325362927
12.0,50.0,5.0,5000000000000000.0,0.165108,1.0,6.622985884700096
12.0,50.0,5.0,5000000000000000.0,0.215108,1.0,6.101139369267491
12.0,50.0,5.0,5000000000000000.0,0.265108,1.0,5.647883731326362
12.0,50.0,5.0,5000000000000000.0,0.315108,1.0,5.289437216288075
12.0,50.0,5.0,5000000000000000.0,0.365108,1.0,5.020250057467375
12.0,50.0,5.0,5000000000000000.0,0.415108,1.0,4.818359263516308
12.0,50.0,5.0,5000000000000000.0,0.465108,1.0,4.661064890829703
12.0,50.0,5.0,5000000000000000.0,0.5,1.0,4.56992031436441
