lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1e+18,0.0,0.5,8.630058697531005
12.0,50.0,5.0,1e+18,0.0025,0.5,8.603030507066517
12.0,50.0,5.0,1e+18,0.0061833333,0.5,8.56298568283565
12.0,50.0,5.0,1e+18,0.011659222,0.5,8.502999874694027
12.0,50.0,5.0,1e+18,0.019800044,0.5,8.412898833039447
12.0,50.0,5.0,1e+18,0.031902732,0.5,8.277059868002224
12.0,50.0,5.0,1e+18,0.049895394,0.5,8.071214870730286
12.0,50.0,5.0,1e+18,0.076404584,0.5,7.759433779621008
12.0,50.0,5.0,1e+18,0.115108,0.5,7.291763667489536
12.0,50.0,5.0,1e+18,0.165108,0.5,6.698268143882657
12.0,50.0,5.0,1e+18,0.215108,0.5,6.150434719698469
12.0,50.0,5.0,1e+18,0.265108,0.5,5.683327378929677
12.0,50.0,5.0,1e+18,0.315108,0.5,5.31654741920616
12.0,50.0,5.0,1e+18,0.365108,0.5,5.041324045996825
12.0,50.0,5.0,1e+18,0.415108,0.5,4.83485040968113
12.0,50.0,5.0,1e+18,0.465108,0.5,4.674184395291765
12.0,50.0,5.0,1e+18,0.5,0.5,4.5813398678244734
