lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1e+17,0.0,1.0,8.199619816113719
12.0,50.0,5.0,1e+17,0.0025,1.0,8.173424692420998
12.0,50.0,5.0,1e+17,0.0061833333,1.0,8.1347141100734
12.0,50.0,5.0,1e+17,0.011659222,1.0,8.076909898143983
12.0,50.0,5.0,1e+17,0.019800044,1.0,7.990426482191566
12.0,50.0,5.0,1e+17,0.031902732,1.0,7.860733669419864
12.0,50.0,5.0,1e+17,0.049895394,1.0,7.6657573954356115
12.0,50.0,5.0,1e+17,0.076404584,1.0,7.375008747253731
12.0,50.0,5.0,1e+17,0.115108,1.0,6.947729826895129
12.0,50.0,5.0,1e+17,0.165108,1.0,6.406141927435935
12.0,50.0,5.0,1e+17,0.215108,1.0,5.905898615757807
12.0,50.0,5.0,1e+17,0.265108,1.0,5.483866861922466
12.0,50.0,5.0,1e+17,0.315108,1.0,5.159453320203364
12.0,50.0,5.0,1e+17,0.365108,1.0,4.918881639408566
12.0,50.0,5.0,1e+17,0.415108,1.0,4.735282878896184
12.0,50.0,5.0,1e+17,0.465108,1.0,4.589404820544355
12.0,50.0,5.0,1e+17,0.5,1.0,4.503839360164241
