lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1e+17,0.0,5.0,5.151195483492633
12.0,50.0,5.0,1e+17,0.0025,5.0,5.145228467919509
12.0,50.0,5.0,1e+17,0.0061833333,5.0,5.136473592713295
12.0,50.0,5.0,1e+17,0.011659222,5.0,5.123535974986119
12.0,50.0,5.0,1e+17,0.019800044,5.0,5.104465618193416
12.0,50.0,5.0,1e+17,0.031902732,5.0,5.076446358953035
12.0,50.0,5.0,1e+17,0.049895394,5.0,5.035415166828539
12.0,50.0,5.0,1e+17,0.076644486,5.0,4.9754120922044835
12.0,50.0,5.0,1e+17,0.11605482,5.0,4.887952499665668
12.0,50.0,5.0,1e+17,0.16605482,5.0,4.776306400092835
12.0,50.0,5.0,1e+17,0.21605482,5.0,4.66361017918058
12.0,50.0,5.0,1e+17,0.26605482,5.0,4.55333610453059
12.0,50.0,5.0,1e+17,0.31605482,5.0,4.450146929372224
12.0,50.0,5.0,1e+17,0.36605482,5.0,4.357205719247802
12.0,50.0,5.0,1e+17,0.41605482,5.0,4.274830763794279
12.0,50.0,5.0,1e+17,0.46605482,5.0,4.201745350613905
12.0,50.0,5.0,1e+17,0.5,5.0,4.156666423694714
