lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
14.4,60.0,6.0,1000000000000000.0,0.0,1.0,8.35980678371902
14.4,60.0,6.0,1000000000000000.0,0.0025,1.0,8.328647466924268
14.4,60.0,6.0,1000000000000000.0,0.0061833333,1.0,8.282727083343065
14.4,60.0,6.0,1000000000000000.0,0.011659222,1.0,8.21443972256179
14.4,60.0,6.0,1000000000000000.0,0.019800044,1.0,8.11289650044468
14.4,60.0,6.0,1000000000000000.0,0.031902732,1.0,7.9619626524068865
14.4,60.0,6.0,1000000000000000.0,0.049734025,1.0,7.73991224276218
14.4,60.0,6.0,1000000000000000.0,0.076005464,1.0,7.4143415254019915
14.4,60.0,6.0,1000000000000000.0,0.11436177,1.0,6.946109532088906
14.4,60.0,6.0,1000000000000000.0,0.16436177,1.0,6.362332096202149
14.4,60.0,6.0,1000000000000000.0,0.21436177,1.0,5.837671024577376
14.4,60.0,6.0,1000000000000000.0,0.26436177,1.0,5.4093279163943055
14.4,60.0,6.0,1000000000000000.0,0.31436177,1.0,5.094510812827457
14.4,60.0,6.0,1000000000000000.0,0.36436177,1.0,4.864799330389326
14.4,60.0,6.0,1000000000000000.0,0.41436177,1.0,4.688627807826201
14.4,60.0,6.0,1000000000000000.0,0.46436177,1.0,4.548420740124412
14.4,60.0,6.0,1000000000000000.0,0.5,1.0,4.464398703112236
