lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1500000000000000.0,0.0,3.5,6.317045768333632
12.0,50.0,5.0,1500000000000000.0,0.0025,3.5,6.30551191844154
12.0,50.0,5.0,1500000000000000.0,0.0061833333,3.5,6.288524850663884
12.0,50.0,5.0,1500000000000000.0,0.011659222,3.5,6.263280829242227
12.0,50.0,5.0,1500000000000000.0,0.019800044,3.5,6.2257646213541324
12.0,50.0,5.0,1500000000000000.0,0.031902732,3.5,6.169935366720021
12.0,50.0,5.0,1500000000000000.0,0.049895394,3.5,6.086718590534969
12.0,50.0,5.0,1500000000000000.0,0.076644486,3.5,5.962006779017766
12.0,50.0,5.0,1500000000000000.0,0.11605482,3.5,5.7743723782058956
12.0,50.0,5.0,1500000000000000.0,0.16605482,3.5,5.528906583766104
12.0,50.0,5.0,1500000000000000.0,0.21605482,3.5,5.282975653534321
12.0,50.0,5.0,1500000000000000.0,0.26605482,3.5,5.054236834665946
12.0,50.0,5.0,1500000000000000.0,0.31605482,3.5,4.8571053190889595
12.0,50.0,5.0,1500000000000000.0,0.36605482,3.5,4.694332377248925
12.0,50.0,5.0,1500000000000000.0,0.41605482,3.5,4.560850253741125
12.0,50.0,5.0,1500000000000000.0,0.46605482,3.5,4.449857988376586
12.0,50.0,5.0,1500000000000000.0,0.5,3.5,4.384391419086432
