lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,800000000000000.0,0.0,4.5,5.729071673389026
12.0,50.0,5.0,800000000000000.0,0.0025,4.5,5.720190200214412
12.0,50.0,5.0,800000000000000.0,0.0061833333,4.5,5.707145391578689
12.0,50.0,5.0,800000000000000.0,0.011659222,4.5,5.687839533118483
12.0,50.0,5.0,800000000000000.0,0.019800044,4.5,5.659324481742423
12.0,50.0,5.0,800000000000000.0,0.031902732,4.5,5.617319606431948
12.0,50.0,5.0,800000000000000.0,0.049895394,4.5,5.555635990003623
12.0,50.0,5.0,800000000000000.0,0.076644486,4.5,5.465245195662095
12.0,50.0,5.0,800000000000000.0,0.11605482,4.5,5.333553009931197
12.0,50.0,5.0,800000000000000.0,0.16605482,4.5,5.166129621901264
12.0,50.0,5.0,800000000000000.0,0.21605482,4.5,4.998532525548883
12.0,50.0,5.0,800000000000000.0,0.26605482,4.5,4.8372698823116655
12.0,50.0,5.0,800000000000000.0,0.31605482,4.5,4.690777643418863
12.0,50.0,5.0,800000000000000.0,0.36605482,4.5,4.563480407808688
12.0,50.0,5.0,800000000000000.0,0.41605482,4.5,4.454609373394143
12.0,50.0,5.0,800000000000000.0,0.46605482,4.5,4.3613075806899015
12.0,50.0,5.0,800000000000000.0,0.5,4.5,4.305171438131949
