lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,8e+17,0.0,4.0,5.2693853556036006
12.0,50.0,5.0,8e+17,0.0025,4.0,5.263158641528602
12.0,50.0,5.0,8e+17,0.0061833333,4.0,5.2540232349821965
12.0,50.0,5.0,8e+17,0.011659222,4.0,5.240524798191532
12.0,50.0,5.0,8e+17,0.019800044,4.0,5.2206336880916515
12.0,50.0,5.0,8e+17,0.031902732,4.0,5.1914100527162015
12.0,50.0,5.0,8e+17,0.049895394,4.0,5.1486417383429135
12.0,50.0,5.0,8e+17,0.076644486,4.0,5.086176969270135
12.0,50.0,5.0,8e+17,0.11605482,4.0,4.995255073207363
12.0,50.0,5.0,8e+17,0.16605482,4.0,4.879034853600355
12.0,50.0,5.0,8e+17,0.21605482,4.0,4.761029307345899
12.0,50.0,5.0,8e+17,0.26605482,4.0,4.64459166242442
12.0,50.0,5.0,8e+17,0.31605482,4.0,4.534869543998062
12.0,50.0,5.0,8e+17,0.36605482,4.0,4.435365769398404
12.0,50.0,5.0,8e+17,0.41605482,4.0,4.346933037867779
12.0,50.0,5.0,8e+17,0.46605482,4.0,4.2686690276177695
12.0,50.0,5.0,8e+17,0.5,4.0,4.220692843783071
