lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,5e+16,0.0,1.0,8.319030770421225
12.0,50.0,5.0,5e+16,0.0025,1.0,8.293379769964753
12.0,50.0,5.0,5e+16,0.00615,1.0,8.255785134308208
12.0,50.0,5.0,5e+16,0.011576333,1.0,8.199628440058675
12.0,50.0,5.0,5e+16,0.019643482,1.0,8.115582636704412
12.0,50.0,5.0,5e+16,0.031636644,1.0,7.989489520945835
12.0,50.0,5.0,5e+16,0.049306568,1.0,7.801553899468019
12.0,50.0,5.0,5e+16,0.075340257,1.0,7.520970772891563
12.0,50.0,5.0,5e+16,0.11334944,1.0,7.107428914805934
12.0,50.0,5.0,5e+16,0.16334944,1.0,6.56823505267006
12.0,50.0,5.0,5e+16,0.21334944,1.0,6.059455361545287
12.0,50.0,5.0,5e+16,0.26334944,1.0,5.617614738140419
12.0,50.0,5.0,5e+16,0.31334944,1.0,5.267711923316129
12.0,50.0,5.0,5e+16,0.36334944,1.0,5.003719160659315
12.0,50.0,5.0,5e+16,0.41334944,1.0,4.804508305698009
12.0,50.0,5.0,5e+16,0.46334944,1.0,4.648604808592234
12.0,50.0,5.0,5e+16,0.5,1.0,4.553742060945187
