lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1000000000000000.0,0.0,5.0,5.53215291325242
12.0,50.0,5.0,1000000000000000.0,0.0025,5.0,5.524048078031646
12.0,50.0,5.0,1000000000000000.0,0.0061833333,5.0,5.512146984980962
12.0,50.0,5.0,1000000000000000.0,0.011659222,5.0,5.494539761265833
12.0,50.0,5.0,1000000000000000.0,0.019800044,5.0,5.46854387124254
12.0,50.0,5.0,1000000000000000.0,0.031902732,5.0,5.4302580559573705
12.0,50.0,5.0,1000000000000000.0,0.049895394,5.0,5.374023545180633
12.0,50.0,5.0,1000000000000000.0,0.076644486,5.0,5.291520002441607
12.0,50.0,5.0,1000000000000000.0,0.11605482,5.0,5.170827352423711
12.0,50.0,5.0,1000000000000000.0,0.16605482,5.0,5.016793381812305
12.0,50.0,5.0,1000000000000000.0,0.21605482,5.0,4.862919403000057
12.0,50.0,5.0,1000000000000000.0,0.26605482,5.0,4.715973833458791
12.0,50.0,5.0,1000000000000000.0,0.31605482,5.0,4.5833328866998295
12.0,50.0,5.0,1000000000000000.0,0.36605482,5.0,4.468439213391707
12.0,50.0,5.0,1000000000000000.0,0.41605482,5.0,4.369787616969827
12.0,50.0,5.0,1000000000000000.0,0.46605482,5.0,4.2842528236635395
12.0,50.0,5.0,1000000000000000.0,0.5,5.0,4.232259462459577
