lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,5e+18,0.0,3.0,5.190950655585836
12.0,50.0,5.0,5e+18,0.0025,3.0,5.18510290720595
12.0,50.0,5.0,5e+18,0.0061833333,3.0,5.176529435612411
12.0,50.0,5.0,5e+18,0.011659222,3.0,5.163873767598218
12.0,50.0,5.0,5e+18,0.019800044,3.0,5.145249753377865
12.0,50.0,5.0,5e+18,0.031902732,3.0,5.117946839053423
12.0,50.0,5.0,5e+18,0.049895394,3.0,5.078104905234407
12.0,50.0,5.0,5e+18,0.076404584,3.0,5.020633830472047
12.0,50.0,5.0,5e+18,0.11546146,3.0,4.937301392342571
12.0,50.0,5.0,5e+18,0.16546146,3.0,4.830088531709335
12.0,50.0,5.0,5e+18,0.21546146,3.0,4.7209338423764855
12.0,50.0,5.0,5e+18,0.26546146,3.0,4.612509336494311
12.0,50.0,5.0,5e+18,0.31546146,3.0,4.509454776267095
12.0,50.0,5.0,5e+18,0.36546146,3.0,4.415089390454954
12.0,50.0,5.0,5e+18,0.41546146,3.0,4.3304646415058565
12.0,50.0,5.0,5e+18,0.46546146,3.0,4.255196492849592
12.0,50.0,5.0,5e+18,0.5,3.0,4.20812739235271
