lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,5e+16,0.0,0.5,8.930669444785828
12.0,50.0,5.0,5e+16,0.0025,0.5,8.900459370656508
12.0,50.0,5.0,5e+16,0.0061833333,0.5,8.85583487558726
12.0,50.0,5.0,5e+16,0.011659222,0.5,8.789233956698501
12.0,50.0,5.0,5e+16,0.019800044,0.5,8.689628567089116
12.0,50.0,5.0,5e+16,0.031902732,0.5,8.540132988180767
12.0,50.0,5.0,5e+16,0.049734025,0.5,8.315854784431197
12.0,50.0,5.0,5e+16,0.075767714,0.5,7.980417373969959
12.0,50.0,5.0,5e+16,0.11342978,0.5,7.497719363019025
12.0,50.0,5.0,5e+16,0.16342978,0.5,6.874867774021851
12.0,50.0,5.0,5e+16,0.21342978,0.5,6.296240421101278
12.0,50.0,5.0,5e+16,0.26342978,0.5,5.7941777206481815
12.0,50.0,5.0,5e+16,0.31342978,0.5,5.395372377821799
12.0,50.0,5.0,5e+16,0.36342978,0.5,5.097615228065492
12.0,50.0,5.0,5e+16,0.41342978,0.5,4.877921872281299
12.0,50.0,5.0,5e+16,0.46342978,0.5,4.709508617503209
12.0,50.0,5.0,5e+16,0.5,0.5,4.608874586504871
