lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,5000000000000000.0,0.0,5.0,5.384490196896912
12.0,50.0,5.0,5000000000000000.0,0.0025,5.0,5.377402806089468
12.0,50.0,5.0,5000000000000000.0,0.0061833333,5.0,5.367005224029525
12.0,50.0,5.0,5000000000000000.0,0.011659222,5.0,5.351644175833244
12.0,50.0,5.0,5000000000000000.0,0.019800044,5.0,5.329016695489045
12.0,50.0,5.0,5000000000000000.0,0.031902732,5.0,5.295815702199713
12.0,50.0,5.0,5000000000000000.0,0.049895394,5.0,5.247334278262918
12.0,50.0,5.0,5000000000000000.0,0.076644486,5.0,5.176850119484476
12.0,50.0,5.0,5000000000000000.0,0.11605482,5.0,5.075131982357057
12.0,50.0,5.0,5000000000000000.0,0.16605482,5.0,4.946954840891239
12.0,50.0,5.0,5000000000000000.0,0.21605482,5.0,4.818311928749747
12.0,50.0,5.0,5000000000000000.0,0.26605482,5.0,4.692267581963835
12.0,50.0,5.0,5000000000000000.0,0.31605482,5.0,4.57436753637869
12.0,50.0,5.0,5000000000000000.0,0.36605482,5.0,4.468606136363996
12.0,50.0,5.0,5000000000000000.0,0.41605482,5.0,4.37554005521571
12.0,50.0,5.0,5000000000000000.0,0.46605482,5.0,4.29401938590514
12.0,50.0,5.0,5000000000000000.0,0.5,5.0,4.244248791089914
