lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1500000000000000.0,0.0,4.0,5.981978804648133
12.0,50.0,5.0,1500000000000000.0,0.0025,4.0,5.971937714876148
12.0,50.0,5.0,1500000000000000.0,0.0061833333,4.0,5.957171465638125
12.0,50.0,5.0,1500000000000000.0,0.011659222,4.0,5.935277508654095
12.0,50.0,5.0,1500000000000000.0,0.019800044,4.0,5.902848968330102
12.0,50.0,5.0,1500000000000000.0,0.031902732,4.0,5.8548785837734885
12.0,50.0,5.0,1500000000000000.0,0.049895394,4.0,5.783967284174806
12.0,50.0,5.0,1500000000000000.0,0.076644486,4.0,5.679039790486995
12.0,50.0,5.0,1500000000000000.0,0.11605482,4.0,5.524107624748089
12.0,50.0,5.0,1500000000000000.0,0.16605482,4.0,5.324684125738814
12.0,50.0,5.0,1500000000000000.0,0.21605482,4.0,5.124770245666041
12.0,50.0,5.0,1500000000000000.0,0.26605482,4.0,4.9350739738073734
12.0,50.0,5.0,1500000000000000.0,0.31605482,4.0,4.766763113406851
12.0,50.0,5.0,1500000000000000.0,0.36605482,4.0,4.623763550133666
12.0,50.0,5.0,1500000000000000.0,0.41605482,4.0,4.503788416306478
12.0,50.0,5.0,1500000000000000.0,0.46605482,4.0,4.402399777022313
12.0,50.0,5.0,1500000000000000.0,0.5,4.0,4.341963605881036
