lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1e+17,0.0,1.5,7.692332909423604
12.0,50.0,5.0,1e+17,0.0025,1.5,7.671167091130768
12.0,50.0,5.0,1e+17,0.0061833333,1.5,7.639835413033977
12.0,50.0,5.0,1e+17,0.011659222,1.5,7.592926441893026
12.0,50.0,5.0,1e+17,0.019800044,1.5,7.5224657973272695
12.0,50.0,5.0,1e+17,0.031902732,1.5,7.416072200852068
12.0,50.0,5.0,1e+17,0.049895394,1.5,7.254412520324128
12.0,50.0,5.0,1e+17,0.076404584,1.5,7.009259493148854
12.0,50.0,5.0,1e+17,0.11546146,1.5,6.637510343615601
12.0,50.0,5.0,1e+17,0.16546146,1.5,6.161916691298298
12.0,50.0,5.0,1e+17,0.21546146,1.5,5.721050599237824
12.0,50.0,5.0,1e+17,0.26546146,1.5,5.349770258493519
12.0,50.0,5.0,1e+17,0.31546146,1.5,5.061511692262311
12.0,50.0,5.0,1e+17,0.36546146,1.5,4.843976317500135
12.0,50.0,5.0,1e+17,0.41546146,1.5,4.6753012126905595
12.0,50.0,5.0,1e+17,0.46546146,1.5,4.539486535147901
12.0,50.0,5.0,1e+17,0.5,1.5,4.459833284719771
