lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,5000000000000000.0,0.0,3.5,6.231011164508128
12.0,50.0,5.0,5000000000000000.0,0.0025,3.5,6.219858962202048
12.0,50.0,5.0,5000000000000000.0,0.0061833333,3.5,6.203441325261077
12.0,50.0,5.0,5000000000000000.0,0.011659222,3.5,6.179059751692381
12.0,50.0,5.0,5000000000000000.0,0.019800044,3.5,6.14286042141529
12.0,50.0,5.0,5000000000000000.0,0.031902732,3.5,6.089048221009536
12.0,50.0,5.0,5000000000000000.0,0.049895394,3.5,6.009019605041118
12.0,50.0,5.0,5000000000000000.0,0.076644486,3.5,5.889429547216359
12.0,50.0,5.0,5000000000000000.0,0.11605482,3.5,5.710168374083269
12.0,50.0,5.0,5000000000000000.0,0.16605482,3.5,5.476314858858674
12.0,50.0,5.0,5000000000000000.0,0.21605482,3.5,5.241857724904645
12.0,50.0,5.0,5000000000000000.0,0.26605482,3.5,5.022944656923077
12.0,50.0,5.0,5000000000000000.0,0.31605482,3.5,4.833102094845714
12.0,50.0,5.0,5000000000000000.0,0.36605482,3.5,4.6752811437102375
12.0,50.0,5.0,5000000000000000.0,0.41605482,3.5,4.545166340362028
12.0,50.0,5.0,5000000000000000.0,0.46605482,3.5,4.436538565095556
12.0,50.0,5.0,5000000000000000.0,0.5,3.5,4.37230213749349
